Age,Credit_Score,Education_Level,Employment_Status,Has_Dependents,Income,Loan_Purpose,Loan_Value,Married,Prior_Default,Sex,Wtd_Ave_Debt_Interest,Defaulted,Total_Debt
40,687,3,Part-Time,N,44257,Credit Card,4113,Single,Y,Non-Binary,0.1191,Y,4181
32.4,681,2,Part-Time,N,77866,Credit Card,15157,Single,N,Male,0.1154,Y,15285
37.3,736,0,Full-Time,N,44279,Medical,2549,Single,N,Male,0.0912,N,2561
30.1,731,0,Full-Time,Y,35208,Mortgage,1363,Married,N,Non-Binary,0.0843,N,1371
47.5,638,3,Part-Time,Y,71321,Credit Card,16277,Married,N,Male,0.1698,Y,16370
36,663,2,Part-Time,Y,79810,Credit Card,22930,Married,Y,Male,0.1594,Y,23044
37.3,785,3,Full-Time,N,52503,Medical,5788,Single,N,Female,0.0698,N,5805
41.6,713,2,Full-Time,Y,106963,Business,16017,Married,N,Female,0.1397,N,16152
45.1,740,2,Full-Time,N,56046,Business,5026,Single,N,Male,0.0836,N,5061
35.3,690,3,Unemployed,N,81674,Auto,10672,Single,Y,Male,0.1496,Y,10816
27.9,751,2,Full-Time,N,59847,Business,3940,Single,N,Female,0.1079,N,3964
28.2,661,2,Part-Time,Y,83906,Credit Card,16192,Single,Y,Male,0.1237,Y,16386
39.1,608,2,Part-Time,N,404173,Auto,1078148,Single,Y,Male,0.2092,Y,1079556
28,772,2,Full-Time,N,59070,Medical,5583,Married,N,Non-Binary,0.0829,N,5602
48.5,638,3,Part-Time,N,194862,Credit Card,288581,Single,N,Female,0.2016,Y,289089
37.9,710,2,Full-Time,Y,76030,Mortgage,31215,Married,N,Male,0.1095,N,31322
42.6,644,3,Part-Time,N,121340,Auto,47114,Married,Y,Female,0.1604,Y,47360
39.3,721,0,Full-Time,N,31563,Credit Card,1793,Single,N,Male,0.1119,N,1812
42.8,661,3,Unemployed,N,212259,Credit Card,99116,Single,Y,Male,0.1676,Y,99627
62.8,712,2,Full-Time,N,173723,Mortgage,45269,Single,N,Male,0.1724,N,45456
43,709,2,Full-Time,N,129290,Business,21730,Single,N,Male,0.176,N,21830
56,743,2,Full-Time,N,144220,Auto,24959,Single,N,Male,0.1249,N,25051
45.5,748,3,Full-Time,N,72085,Credit Card,24941,Single,N,Male,0.1028,N,24998
37.3,701,2,Full-Time,N,110541,Business,43989,Married,N,Female,0.141,N,44102
31.5,779,2,Full-Time,N,60692,Mortgage,9209,Married,N,Male,0.1051,N,9227
36.4,728,2,Full-Time,N,87944,Credit Card,8507,Single,N,Female,0.1315,N,8582
39.9,775,1,Full-Time,Y,72424,Credit Card,30422,Married,N,Non-Binary,0.0989,N,30433
23.5,753,0,Full-Time,Y,39171,Credit Card,5984,Single,N,Female,0.0933,N,6002
40.4,684,3,Part-Time,N,137759,Credit Card,26568,Single,Y,Female,0.1692,Y,26791
40.3,704,2,Part-Time,N,95826,Credit Card,18365,Married,N,Male,0.1433,Y,18488
62.4,687,2,Full-Time,Y,119412,Auto,38500,Married,N,Male,0.1517,N,38626
47.2,607,2,Part-Time,N,208314,Auto,269046,Single,Y,Male,0.1964,Y,269660
45.8,674,2,Full-Time,N,59060,Credit Card,13603,Married,N,Female,0.1396,N,13646
20.2,774,1,Full-Time,Y,37886,Business,718,Married,N,Non-Binary,0.099,N,724
33.7,718,2,Part-Time,Y,80576,Credit Card,56485,Married,N,Male,0.1253,N,56557
31.6,779,1,Full-Time,N,40368,Medical,3748,Single,N,Male,0.0695,N,3752
37.6,700,2,Full-Time,Y,97213,Credit Card,17955,Single,N,Male,0.1369,N,18042
18.6,760,1,Full-Time,N,16385,Credit Card,940,Married,N,Female,0.0525,N,944
32.6,701,0,Full-Time,N,27956,Credit Card,2423,Single,N,Female,0.1111,N,2439
40.3,679,2,Full-Time,N,77511,Credit Card,12016,Married,N,Female,0.1397,Y,12133
46.7,644,2,Part-Time,N,169956,Credit Card,34661,Single,Y,Female,0.1885,Y,35006
28.5,733,2,Full-Time,N,75956,Mortgage,16731,Married,N,Male,0.1094,N,16781
48.5,686,2,Full-Time,N,68938,Credit Card,7604,Single,N,Female,0.1177,N,7687
26.4,,3,Full-Time,Y,50651,Credit Card,6157,Single,N,Female,0.0979,N,6186
58.4,679,3,Full-Time,Y,94393,Auto,19602,Married,N,Male,0.142,N,19737
41.6,686,2,Full-Time,N,64313,Credit Card,11581,Single,N,Non-Binary,0.1084,N,11663
53.6,666,2,Full-Time,N,184156,Auto,30522,Single,N,Male,0.1879,Y,30845
36.7,721,2,Full-Time,N,54099,Credit Card,16389,Single,N,Female,0.0972,N,16422
36.9,749,1,Full-Time,Y,38412,,8853,Single,N,Female,0.1072,N,8857
42.1,697,3,Part-Time,Y,185157,Credit Card,23996,Married,N,Non-Binary,0.1873,N,24177
46.4,658,2,Full-Time,N,90415,Credit Card,12262,Married,N,Female,0.166,N,12360
38.9,624,3,Part-Time,Y,89170,Credit Card,12722,Single,N,Male,0.161,Y,12950
32.9,748,2,Full-Time,N,89839,Credit Card,11299,Single,N,Female,0.1353,N,11335
42.1,641,2,Unemployed,Y,70399,Credit Card,3964,Married,Y,Female,0.1727,Y,4095
28.1,712,2,Unemployed,N,90839,Credit Card,26405,Single,Y,Non-Binary,0.1449,Y,26514
41.5,681,2,Full-Time,Y,55113,Mortgage,11542,Married,N,Male,0.1559,N,11586
40.3,752,2,Full-Time,N,77928,Mortgage,21862,Single,N,Female,0.1255,N,21884
35.1,665,2,Part-Time,N,184089,Auto,71165,Single,Y,Female,0.1766,Y,71584
39.8,747,3,Full-Time,Y,59086,Credit Card,6633,Married,N,Female,0.1064,N,6666
35.6,710,2,Full-Time,N,135150,Credit Card,38357,Single,N,Male,0.1287,N,38499
42.4,672,3,Full-Time,N,66136,Credit Card,6561,Single,N,Male,0.1202,N,6634
30.2,725,1,Part-Time,N,56156,Credit Card,6307,Single,N,Non-Binary,0.111,N,6360
59.1,587,3,Part-Time,N,165344,Auto,13669,Single,Y,Male,0.2093,Y,14160
40.2,699,3,Full-Time,N,62009,Credit Card,4999,Single,N,Male,0.1125,N,5033
18.8,732,1,Full-Time,Y,33757,Business,2393,Married,N,Male,0.0759,N,2422
34.3,670,3,Full-Time,N,108821,Credit Card,39078,Married,N,Male,0.1558,Y,39212
39.9,675,3,Part-Time,Y,86968,Credit Card,28740,Married,N,Female,0.1502,Y,28869
44.7,660,2,Full-Time,N,76087,Auto,5789,Single,N,Male,0.1417,Y,5892
24.6,770,1,Full-Time,N,46029,Business,5297,Single,N,Non-Binary,0.0569,N,5322
20.7,715,0,Part-Time,Y,23313,Credit Card,924,Married,N,Non-Binary,0.0868,N,941
57.4,601,2,Part-Time,N,414846,Auto,481869,Single,Y,Male,0.2481,Y,483121
22.1,768,1,Full-Time,N,38149,Medical,4803,Married,N,Female,0.0938,N,4807
60.6,608,2,Part-Time,N,309759,Credit Card,105544,Single,Y,Male,0.2511,Y,106320
67.6,645,2,Part-Time,N,139552,Business,25316,Single,N,Female,0.1895,Y,25584
38.4,730,3,Full-Time,N,117542,Credit Card,26249,Single,N,Female,0.1417,N,26379
35.1,661,1,Part-Time,N,62107,Credit Card,7329,Single,Y,Non-Binary,0.148,Y,7420
43.8,640,2,Part-Time,Y,106025,Auto,15737,Single,Y,Male,0.1731,Y,15987
39.7,827,1,Full-Time,N,38968,Credit Card,5770,Single,N,Female,0.0661,N,5770
40.9,721,2,Full-Time,N,75884,Credit Card,48370,Married,N,Female,0.1346,N,48424
32.1,747,1,Full-Time,N,39521,Medical,3124,Married,N,Non-Binary,0.0482,N,3144
38.1,691,2,Full-Time,Y,83841,Credit Card,17573,Married,N,Male,0.1394,N,17652
18.6,788,1,Full-Time,N,38852,Mortgage,4679,Single,N,Female,0.0425,N,4685
31.6,700,2,Part-Time,N,60186,Credit Card,6882,Single,N,Male,0.1111,Y,6951
49.8,732,2,Full-Time,N,109495,Business,17983,Single,N,Female,0.1329,N,18067
31.8,795,1,Full-Time,N,52214,Business,9269,Married,N,Male,0.1026,N,9279
32.5,657,2,Part-Time,Y,60954,Credit Card,15604,Married,Y,Male,0.1154,Y,15722
33.4,719,2,Full-Time,N,119792,Credit Card,25830,Single,N,Male,0.1318,Y,25988
25.5,800,1,Full-Time,Y,46464,Medical,19646,Married,N,Male,0.0837,N,19653
46.9,687,2,Full-Time,N,88284,Auto,16367,Single,N,Female,0.1372,N,16461
45.6,732,2,Full-Time,N,112187,Mortgage,44050,Single,N,Non-Binary,0.1005,N,44155
26.5,763,2,Part-Time,Y,122403,Business,38954,Married,N,Male,0.1201,N,39062
45.5,635,2,Part-Time,N,87382,Auto,4581,Single,Y,Male,0.1695,Y,4780
20.3,745,2,Full-Time,N,65560,Auto,8596,Married,N,Male,0.0847,N,8646
36.7,695,3,Full-Time,Y,97173,Credit Card,16997,Married,N,Female,0.1514,Y,17084
42,670,1,Full-Time,N,59923,Business,6463,Single,N,Male,0.121,N,6536
31.8,651,2,Part-Time,Y,79883,Auto,22334,Married,N,Female,0.156,N,22435
30.9,716,2,Full-Time,N,91560,Auto,15089,Single,N,Male,0.1296,N,15158
40.3,658,3,Full-Time,Y,69303,Credit Card,16810,Married,N,Female,0.1254,N,16913
39.5,726,2,Full-Time,N,57239,Business,9829,Single,N,Female,0.0978,N,9865
40.1,678,2,Full-Time,N,64947,Credit Card,9701,Single,N,Male,0.1184,N,9756
49.6,679,2,Full-Time,N,103172,Credit Card,14902,Single,N,Non-Binary,0.1435,N,15036
18.8,827,0,Full-Time,N,11889,Medical,297,Single,N,Male,0.0279,N,297
42.7,695,2,Part-Time,N,150552,Mortgage,33998,Single,N,Female,0.1246,N,34269
38.5,699,2,Full-Time,N,107353,Credit Card,20744,Single,N,Female,0.1611,N,20858
31,757,2,Full-Time,N,58989,Mortgage,4871,Single,N,Male,0.1031,N,4880
35.3,711,2,Part-Time,N,51298,Business,2631,Single,N,Female,0.1164,N,2676
37.5,743,2,Full-Time,N,55858,Mortgage,4368,Single,N,Non-Binary,0.0852,N,4389
39.1,727,2,Full-Time,Y,48953,Auto,7908,Married,N,Female,0.1536,N,7923
32.3,670,2,Part-Time,N,67847,Credit Card,7825,Single,Y,Male,0.1371,Y,7927
35.8,726,2,Part-Time,N,104859,Auto,36284,Married,N,Male,0.1376,N,36390
40.8,721,2,Full-Time,Y,118211,Credit Card,33536,Married,N,Male,0.1642,N,33581
45.4,699,2,Full-Time,N,104391,Credit Card,34872,Single,N,Male,0.184,N,34945
35,698,2,Full-Time,N,72994,Auto,8525,Single,N,Female,0.1093,N,8609
37.9,699,3,Part-Time,N,100410,Credit Card,67550,Single,Y,Male,0.1256,Y,67719
23.5,726,2,Full-Time,Y,74979,Credit Card,26984,Married,N,Female,0.0929,Y,27093
33.9,708,2,Full-Time,N,61883,Business,6893,Single,N,Male,0.108,Y,6984
47.4,693,2,Full-Time,N,85069,Business,10131,Married,N,Female,0.1354,N,10190
39.3,727,2,Full-Time,N,87381,Business,13743,Single,N,Male,0.1084,N,13798
41.5,746,1,Full-Time,Y,47281,Credit Card,4695,,N,Male,0.121,N,4715
44.6,611,4,Unemployed,N,93824,Credit Card,49296,Single,N,Female,0.1356,Y,49547
42.9,798,3,Full-Time,Y,94921,Business,9010,Single,N,Male,0.1313,N,9033
38.5,731,2,Full-Time,N,74577,Credit Card,16685,Single,N,Female,0.1503,N,16718
32,737,0,Full-Time,N,58598,Business,26783,Single,N,Male,0.1183,N,26821
42.1,723,1,Full-Time,Y,41273,Business,5110,Married,N,Female,0.1192,N,5119
39.1,692,2,Part-Time,Y,105869,Credit Card,28020,Married,Y,Female,0.1643,Y,28172
38.3,718,2,Full-Time,N,54624,Credit Card,5669,Single,N,Male,0.097,N,5721
31.7,528,2,Full-Tme,Y,414933,Bussins,464854,Single,N,Femalee,0.0892,N,465239
37.8,722,2,Full-Time,Y,65910,Credit Card,5647,Married,N,Female,0.1359,N,5677
60.2,629,2,Part-Time,Y,177666,Auto,78912,Single,Y,Female,0.2107,Y,79296
37.7,727,2,Part-Time,N,138371,Credit Card,45952,Single,N,Female,0.1468,Y,46111
21.3,721,0,Part-Time,N,52612,Business,9134,Single,N,Male,0.0858,Y,9219
34.4,741,2,Full-Time,N,54147,Auto,3518,Married,N,Male,0.1168,N,3546
45.3,723,3,Full-Time,N,119834,Business,34464,Single,N,Non-Binary,0.13,N,34601
20.6,730,2,Full-Time,Y,61244,Credit Card,5251,Married,N,Female,0.1015,N,5286
28.6,790,0,Full-Time,Y,50610,Mortgage,4610,Married,N,Female,0.0714,N,4616
27.5,704,0,Part-Time,N,39715,Auto,2208,Married,N,Male,0.113,Y,2247
26.7,693,1,Part-Time,Y,42616,Credit Card,2179,Married,N,Male,0.1093,N,2225
40.3,674,2,Part-Time,N,334523,Credit Card,302145,Married,Y,Non-Binary,0.1797,Y,302897
38.8,762,2,Full-Time,Y,64643,Medical,8775,Married,N,Female,0.1427,N,8785
24.3,1062,4,Full-Tme,Y,345830,Bussins,382713,Married,N,Mail,0.1122,N,382815
19.6,765,1,Full-Time,N,16711,Business,1592,Single,N,Male,0.0472,N,1593
40.7,747,4,Full-Time,Y,78168,Mortgage,13442,Married,N,Female,0.1217,N,13478
34.4,689,1,Unemployed,Y,82363,Credit Card,18316,Single,Y,Male,0.156,Y,18431
27.4,692,1,Part-Time,Y,60826,Credit Card,5549,Married,Y,Male,0.1139,Y,5650
33.7,730,1,Full-Time,N,36095,Medical,1303,Married,N,Male,0.0846,N,1311
28.2,712,1,Part-Time,N,70394,Credit Card,7928,Single,N,Male,0.0989,N,8014
45.7,685,2,Part-Time,N,91326,Mortgage,28357,Single,N,Female,0.1454,N,28458
28.9,676,2,Full-Time,N,54958,Auto,2718,Married,N,Male,0.1205,Y,2790
43.1,665,1,Full-Time,N,62110,Credit Card,9258,Single,N,Male,0.1087,Y,9365
43.1,646,2,Part-Time,Y,117002,Business,17796,Single,Y,Female,0.1605,Y,18037
21.2,779,2,Full-Time,Y,20761,Mortgage,474,Married,N,Female,0.0425,N,476
25.7,736,2,Full-Time,N,54503,Credit Card,5347,Single,N,Male,0.0795,N,5388
38.7,686,2,Part-Time,Y,85496,Auto,14619,Married,N,Female,0.1459,N,14713
32.8,615,1,Part-Time,Y,59510,Credit Card,10978,Single,N,Non-Binary,0.1652,Y,11131
46.5,691,2,Full-Time,N,126436,Business,23979,Single,N,Male,0.1617,N,24096
49.9,697,2,Full-Time,N,61342,Credit Card,12417,Single,N,Male,0.11,N,12477
44.9,694,2,Full-Time,Y,115657,Business,36116,Married,N,Male,0.139,N,36277
43,766,2,Full-Time,N,72488,Mortgage,9458,Single,N,Female,0.103,N,9470
47,600,2,Part-Time,Y,184773,Credit Card,85352,Married,Y,Female,0.2031,Y,85949
36.8,756,2,Full-Time,N,84032,Medical,31070,Single,N,Non-Binary,0.1166,N,31085
51.2,717,1,Full-Time,N,52612,Medical,3598,Single,N,Male,0.1048,N,3619
29.1,715,2,Full-Time,N,52813,Auto,5857,Single,N,Non-Binary,0.0959,N,5924
30.8,706,3,Full-Time,N,60529,Credit Card,5129,Single,N,Male,0.1309,N,5158
25.3,732,0,Part-Time,Y,90908,Auto,21487,Married,N,Male,0.1356,Y,21567
36,761,2,Full-Time,N,54233,Medical,9412,Single,N,Male,0.0976,N,9424
43.2,754,2,Full-Time,Y,99793,Medical,51785,Married,N,Female,0.0972,N,51823
43.7,760,2,Full-Time,N,63719,Medical,24766,Married,N,Male,0.1105,N,24772
42.5,659,2,Part-Time,N,132758,Credit Card,54635,Single,Y,Female,0.1823,Y,54892
49.1,684,2,Part-Time,N,129194,Auto,13352,Married,Y,Female,0.1546,Y,13538
35,708,1,Full-Time,N,58098,Credit Card,4388,Single,N,Male,0.1105,N,4435
36.2,649,3,Part-Time,N,107505,Credit Card,32360,Single,Y,Male,0.1529,Y,32616
24.3,754,2,Full-Time,N,50214,Mortgage,19163,Single,N,Female,0.0981,N,19171
47.4,702,2,Full-Time,N,64734,Mortgage,3352,Single,N,Female,0.1123,N,3414
23.9,778,2,Full-Time,Y,53842,Auto,6957,Married,N,Non-Binary,0.0754,N,6977
18.7,716,2,Full-Time,Y,26340,Business,2359,Married,N,Female,0.0777,N,2371
41.4,684,3,Full-Time,N,49658,Credit Card,4192,Single,N,Male,0.1295,N,4237
39.7,722,1,Full-Time,Y,65545,Business,11170,Married,N,Female,0.142,N,11190
32.1,765,2,Full-Time,N,55943,Medical,3129,Single,N,Female,0.1015,N,3139
40,620,2,Part-Time,N,110757,Business,31894,Married,Y,Male,0.1723,Y,32123
32,650,4,Unemployed,N,78308,Credit Card,14716,Single,Y,Non-Binary,0.147,Y,14858
29.7,757,1,Full-Time,N,58354,Credit Card,4427,Single,N,Non-Binary,0.1079,N,4444
20.4,747,0,Full-Time,N,32248,Auto,4784,Single,N,Male,0.0682,N,4798
39.3,724,2,Full-Time,Y,117243,Credit Card,68729,Married,N,Male,0.1375,N,68796
29.1,740,4,Full-Time,Y,68059,Auto,3705,Married,N,Male,0.107,N,3734
35.8,755,2,Full-Time,Y,62580,Mortgage,7049,Married,N,Female,0.1269,N,7061
47.9,715,2,Full-Time,Y,83218,Mortgage,3462,Married,N,Female,0.1281,N,3516
48.2,733,2,Full-Time,N,52347,Credit Card,4384,Single,N,Male,0.0948,N,4412
52.6,662,2,Unemployed,Y,105451,Business,88958,Married,Y,Female,0.1665,Y,89122
45.2,674,2,Full-Time,Y,134916,Credit Card,47326,Married,N,Male,0.138,N,47557
37.7,671,4,Unemployed,N,97404,Auto,26565,Single,Y,Female,0.1722,Y,26727
38.1,745,2,Full-Time,N,108200,Mortgage,36292,Single,N,Female,0.124,N,36337
35.9,772,4,Full-Time,Y,,Medical,33777,Married,N,Male,0.0961,N,33777
42.6,623,3,Part-Time,N,205128,Auto,155686,Single,Y,Female,0.1837,Y,156247
56,620,2,Part-Time,Y,185870,Business,58729,Married,Y,Male,0.181,Y,59128
40.3,659,3,Part-Time,Y,121017,Auto,46864,Married,Y,Female,0.1582,Y,47117
52.6,658,2,Full-Time,N,164972,Credit Card,73482,Single,N,Female,0.1476,Y,73864
27.9,782,2,Full-Time,N,49200,Credit Card,5567,Single,N,Male,0.1007,N,5574
37.1,716,2,Full-Time,N,59477,Credit Card,9551,Single,N,Male,0.0819,N,9611
53.4,712,3,Full-Time,N,128462,Auto,62709,Single,N,Male,0.1418,N,62872
45.5,687,2,Full-Time,N,66208,Business,78903,Married,N,Male,0.1138,N,78992
23.4,791,0,Full-Time,Y,30042,Medical,6859,Married,N,Female,0.0654,N,6865
44.7,677,0,Full-Time,N,45974,Credit Card,3170,Single,N,Female,0.1114,N,3218
29.2,667,2,Part-Time,Y,55879,Auto,11865,Married,Y,Male,0.0993,Y,11985
45.6,691,3,Part-Time,N,113865,Business,24634,Married,Y,Male,0.1473,Y,24827
35.6,709,2,Full-Time,Y,79703,Credit Card,30492,Married,N,Male,0.1373,N,30538
48.7,723,2,Full-Time,N,179113,Business,86619,Single,N,Female,0.1604,N,86738
24.1,771,0,Full-Time,N,26991,Auto,1238,Single,N,Male,0.0592,N,1241
32.5,757,2,Full-Time,N,52039,Credit Card,3791,Single,N,Male,0.1021,N,3807
60.9,704,2,Full-Time,N,126091,Credit Card,28618,Single,N,Male,0.1613,N,28731
47.3,718,3,Full-Time,N,137703,Mortgage,37923,Single,N,Male,0.1592,N,38037
31.3,705,2,Full-Time,N,61216,Auto,22859,Married,N,Female,0.1049,N,22896
37.4,800,1,Full-Time,N,47007,Medical,5082,Single,N,Male,0.0903,N,5083
26.7,716,2,Full-Time,Y,63427,Business,9655,Married,N,Female,0.148,N,9691
43.7,664,2,Full-Time,N,96835,Mortgage,23442,Married,N,Male,0.1377,N,23573
47.1,643,2,Unemployed,N,211415,Credit Card,49165,Single,Y,Male,0.197,Y,49665
41.9,699,2,Full-Time,N,85670,Business,10274,Single,N,Male,0.147,N,10373
33.8,693,2,Full-Time,Y,68313,Credit Card,4200,Married,N,Male,0.1549,N,4229
37.1,757,2,Full-Time,N,91294,Credit Card,7501,Married,N,Female,0.1221,N,7562
43.5,693,2,Full-Time,Y,120149,Credit Card,70735,Married,N,Female,0.1435,Y,70916
31.4,735,2,Full-Time,Y,47211,Business,17831,Single,N,Female,0.1157,N,17841
28.7,743,3,Full-Time,Y,81629,Business,16658,Married,N,Female,0.1188,N,16709
47.3,722,3,Full-Time,N,115278,Auto,23920,Single,N,Male,0.1212,N,24064
29.4,642,2,Part-Time,Y,,Credit Card,55368,Married,Y,Male,0.13,Y,55368
41.9,734,2,Full-Time,Y,54536,Credit Card,11599,,N,Female,0.1056,N,11631
43.6,676,2,Part-Time,Y,126484,Credit Card,44794,Married,N,Male,0.1491,Y,45009
39.8,716,2,Full-Time,N,118819,Credit Card,46589,Single,N,Male,0.1129,N,46753
41.5,636,2,Part-Time,N,85407,Business,12400,Single,Y,Male,0.1569,Y,12586
68.5,595,3,Part-Time,N,200010,Auto,64005,Single,Y,Female,0.1847,Y,64538
39.4,743,2,Full-Time,Y,71636,Mortgage,11803,Married,N,Male,0.1128,N,11826
35.4,608,2,Part-Time,N,163723,Auto,48249,Single,Y,Female,0.1976,Y,48788
41.1,763,2,Full-Time,N,48766,Credit Card,5470,Single,N,Male,0.0962,N,5476
57.1,582,2,Unemployed,N,280840,Auto,228725,Single,Y,Female,0.2232,Y,229636
47.1,717,2,Full-Time,N,106185,Business,63141,Married,N,Male,0.1483,N,63227
50.4,683,3,Part-Time,Y,191877,Credit Card,150948,Single,N,Female,0.1778,Y,151215
23.6,751,0,Full-Time,Y,21331,Mortgage,1865,Single,N,Female,0.0456,N,1870
19.1,826,2,Full-Time,N,18851,Medical,2026,Single,N,Female,0.0404,N,2026
45,610,2,Part-Time,Y,59021,Credit Card,7315,Married,Y,Female,0.1509,Y,7467
24,700,2,Part-Time,N,68849,Business,27493,Single,Y,Male,0.1383,Y,27576
43.9,681,2,Full-Time,N,141971,Credit Card,18140,Single,N,Female,0.1535,N,18267
29.5,761,2,Full-Time,N,27948,Credit Card,1640,Married,N,Female,0.0775,N,1641
20.7,776,3,Full-Time,Y,44090,Auto,8942,Married,N,Non-Binary,0.0706,N,8959
26.1,723,0,Full-Time,N,55896,Business,4374,Single,N,Male,0.1119,N,4419
51.2,,2,Part-Time,N,237884,Credit Card,73563,Single,Y,Female,0.1596,Y,74162
34.9,762,1,Full-Time,Y,37045,Credit Card,1509,Married,N,Female,0.0986,N,1514
27.2,822,0,Full-Time,Y,36692,Credit Card,3635,Married,N,Male,0.0703,N,3636
49.8,745,4,Full-Time,N,107577,Auto,21988,Single,N,Male,0.1185,N,22064
22.7,726,1,Full-Time,Y,55030,Business,18170,Single,N,Male,0.095,N,18205
27.9,752,3,Full-Time,Y,72934,Medical,12234,Married,N,Male,0.0944,N,12251
28,700,2,Full-Time,N,67444,Credit Card,5913,Single,N,Male,0.1144,N,5992
30.4,658,2,Full-Time,Y,78780,Auto,9309,Married,N,Male,0.1323,N,9412
59.6,692,2,Full-Time,Y,145377,Credit Card,63403,Single,N,Female,0.1506,N,63629
38.4,729,3,Full-Time,Y,134668,Credit Card,103371,Married,N,Female,0.1431,N,103564
28.2,689,2,Full-Time,N,60911,Credit Card,5194,Single,N,Non-Binary,0.12,Y,5267
29.8,728,0,Full-Time,N,29783,Credit Card,1596,Single,N,Male,0.096,N,1613
45.3,773,2,Full-Time,N,141143,Medical,35857,Single,N,Male,0.1352,N,35887
35.2,747,2,Full-Time,N,132527,Credit Card,29857,Married,N,Female,0.1548,Y,29980
23.9,753,1,Full-Time,Y,54941,Credit Card,12979,Married,N,Female,0.1093,N,12995
39.7,631,4,Part-Time,N,98596,Auto,29163,Single,Y,Female,0.1638,Y,29416
43.8,715,2,Full-Time,N,90478,Mortgage,25377,Single,N,Male,0.1445,N,25452
47.1,756,2,Full-Time,N,89753,Business,22555,Single,N,Female,0.107,N,22603
31.7,710,3,Unemployed,Y,102873,Auto,15873,Married,Y,Female,0.1182,Y,16054
31.7,713,2,Full-Time,N,78700,Auto,8052,Married,N,Male,0.1299,N,8090
41.7,663,2,Full-Time,Y,70321,Credit Card,18296,Single,N,Male,0.1275,N,18407
34.6,736,2,Full-Time,N,77339,Credit Card,11364,Married,N,Male,0.1159,N,11439
40.2,705,1,Part-Time,Y,75109,Auto,12410,Married,Y,Female,0.1296,Y,12527
21.9,787,0,Full-Time,Y,45779,Medical,4820,Married,N,Female,0.0592,N,4830
70.8,611,2,Unemployed,N,257460,Auto,159085,Single,Y,Male,0.2061,Y,159774
53.8,677,3,Part-Time,Y,117882,Auto,18064,Married,N,Non-Binary,0.1475,Y,18266
26.9,719,2,Full-Time,N,85698,Mortgage,22767,Single,N,Male,0.1081,N,22820
51.7,731,2,Full-Time,N,129744,Mortgage,30299,Single,N,Male,0.1342,N,30389
51.4,644,2,Part-Time,Y,143953,Credit Card,51806,Married,Y,Female,0.186,Y,52074
41.1,1173,2,Full-Tme,N,281334,Credit Crad,126637,Single,N,Mail,0.1048,N,126755
27.5,664,0,Full-Time,N,42511,Auto,5060,Married,N,Male,0.103,Y,5119
26.1,718,1,Full-Time,N,41751,Business,6798,Single,N,Male,0.124,N,6824
46.4,728,2,Full-Time,Y,104611,Credit Card,10943,Married,N,Female,0.1328,N,11050
24.8,644,2,Part-Time,N,48366,Credit Card,14035,Married,Y,Non-Binary,0.125,Y,14121
31.2,678,1,Part-Time,Y,40648,Auto,1817,Married,Y,Female,0.11,Y,1884
28,759,0,Full-Time,N,33370,Medical,1336,Married,N,Non-Binary,0.0841,N,1340
23.1,794,0,Full-Time,Y,27653,Mortgage,7876,Married,N,Female,0.075,N,7877
47,708,2,Part-Time,N,69663,Credit Card,16500,Single,N,Female,0.116,N,16600
34,717,2,Full-Time,N,72803,Credit Card,5830,Single,N,Female,0.1394,N,5878
47.7,664,2,Part-Time,Y,158529,Auto,65341,Single,Y,Male,0.1786,Y,65643
21.8,768,2,Full-Time,Y,69293,Business,25448,Married,N,Male,0.0875,N,25480
23.9,749,2,Full-Time,Y,53509,Mortgage,7730,Married,N,Male,0.1127,N,7737
24.2,810,0,Full-Time,Y,17627,Credit Card,839,Married,N,Male,0.029,N,839
50.7,770,2,Full-Time,N,100081,Credit Card,41066,Single,N,Male,0.1262,N,41104
22.7,708,1,Part-Time,N,63806,Credit Card,17506,Married,N,Male,0.1348,N,17550
30.7,715,3,Full-Time,Y,46363,Credit Card,4729,Single,N,Non-Binary,0.0853,N,4771
53.9,716,2,Full-Time,Y,58852,Mortgage,9698,Married,N,Male,0.1228,N,9740
51.6,692,4,Full-Time,N,109405,Business,11969,Single,N,Female,0.1481,Y,12127
44,777,2,Full-Time,N,53863,Medical,3481,Married,N,Male,0.0742,N,3487
34.5,698,2,Part-Time,Y,59640,Credit Card,7825,Married,Y,Male,0.1313,Y,7902
29.1,777,1,Full-Time,Y,82116,Business,28994,Married,N,Female,0.0966,N,29028
32,687,4,Part-Time,Y,63614,Business,22257,Married,Y,Female,0.1127,Y,22389
42.4,767,2,Full-Time,Y,79474,Credit Card,30949,Married,N,Female,0.113,N,30988
35.7,674,3,Part-Time,Y,68829,Business,5685,Single,N,Female,0.1276,N,5762
37.8,751,3,Full-Time,Y,103903,Credit Card,35625,Single,N,Female,0.1248,N,35698
33.1,705,2,Unemployed,N,91044,Auto,11604,Single,Y,Female,0.1434,Y,11752
33.6,701,2,Part-Time,N,65460,Credit Card,5999,Single,N,Male,0.1085,N,6077
31.1,727,2,Full-Time,Y,65414,Credit Card,9414,Married,N,Female,0.091,N,9445
32.2,798,1,Full-Time,N,28561,Medical,7097,Married,N,Male,0.0455,N,7098
33.1,691,2,Full-Time,N,50518,Credit Card,3318,Single,N,Female,0.1142,N,3359
24.3,683,2,Part-Time,Y,73689,Credit Card,16290,Married,Y,Male,0.1589,Y,16395
