Age,Credit_Score,Education_Level,Employment_Status,Has_Dependents,Income,Loan_Purpose,Loan_Value,Married,Prior_Default,Sex,Wtd_Ave_Debt_Interest,Total_Debt,Defaulted
42.1,581.0,2,Part-Time,Y,194617.0,Credit Card,94689,Married,Y,Female,0.2196,95336,Y
38.6,723.0,1,Full-Time,N,61068.0,Credit Card,7831,Married,N,Male,0.1027,7869,N
40.7,687.0,2,Part-Time,N,88338.0,Credit Card,6243,Single,Y,Female,0.1138,6410,Y
31.4,938.0,0,Full-Tme,Y,276095.0,Medical,830889,Single,N,Mail,0.059,830871,N
26.7,723.0,1,Full-Time,N,55412.0,Business,5220,Single,N,Female,0.0941,5256,N
51.0,751.0,4,Full-Time,Y,103765.0,Mortgage,12920,Married,N,Female,0.1374,12969,N
32.2,714.0,2,Part-Time,Y,70235.0,Credit Card,19238,Married,N,Male,0.1057,19324,N
45.4,724.0,3,Full-Time,N,96951.0,Mortgage,31018,Single,N,Non-Binary,0.1566,31068,N
49.5,710.0,3,Full-Time,N,70247.0,Mortgage,3947,Married,N,Male,0.1279,3996,N
36.9,778.0,1,Full-Time,N,37540.0,Medical,1832,Single,N,Male,0.0895,1835,N
46.1,744.0,2,Full-Time,N,105200.0,Credit Card,25454,Single,N,Male,0.1595,25539,N
45.5,784.0,3,Full-Time,N,61170.0,Medical,4864,Single,N,Female,0.1149,4880,N
23.5,766.0,2,Full-Time,Y,40616.0,Medical,2969,Married,N,Female,0.0869,2977,N
34.3,772.0,2,Full-Time,N,55766.0,Credit Card,2488,Single,N,Male,0.1128,2501,N
30.0,691.0,2,Full-Time,N,74510.0,Auto,8882,Single,N,Male,0.1272,8933,N
39.8,694.0,2,Full-Time,Y,54023.0,Credit Card,33271,Married,N,Female,0.1085,33339,N
27.1,771.0,2,Full-Time,Y,38661.0,Medical,4185,Single,N,Female,0.0841,4189,N
61.8,701.0,2,Full-Time,N,126784.0,Business,20895,Single,N,Non-Binary,0.1692,20991,N
45.3,695.0,2,Part-Time,N,138996.0,Credit Card,52162,Single,N,Male,0.1686,52341,Y
22.4,717.0,0,Part-Time,Y,71601.0,Credit Card,9228,Married,N,Male,0.1115,9332,Y
49.3,677.0,2,Full-Time,N,89274.0,Credit Card,27097,Married,N,Male,0.1461,27176,N
56.5,720.0,2,Full-Time,N,151418.0,Credit Card,45854,Married,N,Female,0.1431,45996,N
50.3,630.0,2,Part-Time,Y,92146.0,Business,51794,Single,N,Female,0.1701,51975,Y
44.3,674.0,2,Part-Time,N,64432.0,Credit Card,9548,Married,Y,Male,0.132,9657,Y
32.1,685.0,2,Full-Time,Y,64039.0,Auto,9022,Married,N,Male,0.1179,9082,N
36.4,695.0,2,Part-Time,Y,75922.0,Credit Card,36313,Single,N,Female,0.1218,36387,N
40.0,669.0,2,Unemployed,N,121744.0,Credit Card,38536,Single,Y,Female,0.1404,38758,Y
35.0,691.0,2,Full-Time,N,75160.0,Business,26550,Single,N,Female,0.1187,26630,N
48.8,715.0,2,Full-Time,N,126256.0,Credit Card,12752,Married,N,Female,0.1554,12852,N
48.9,734.0,3,Full-Time,N,99986.0,Credit Card,89974,Single,N,Male,0.1428,90019,N
45.4,663.0,2,Part-Time,Y,90589.0,Credit Card,7386,Married,N,Male,0.18,7474,N
28.6,730.0,2,Full-Time,N,71054.0,Credit Card,31301,Single,N,Male,0.1007,31365,N
46.1,674.0,2,Part-Time,Y,147691.0,Business,102518,Single,Y,Male,0.169,102870,Y
43.8,715.0,3,Full-Time,Y,83546.0,Credit Card,11168,Single,N,Female,0.1273,11241,N
31.3,775.0,3,Full-Time,Y,49919.0,Medical,5980,Married,N,Male,0.091,5986,N
39.2,749.0,0,Full-Time,N,40765.0,Medical,2991,Married,N,Male,0.0738,3003,N
40.1,686.0,2,Full-Time,Y,47857.0,Credit Card,8245,Married,N,Non-Binary,0.1232,8275,N
44.7,607.0,2,Part-Time,Y,117598.0,Auto,37339,Married,Y,Female,0.1779,37562,Y
32.2,798.0,1,Full-Time,N,28561.0,Medical,7097,Married,N,Male,0.0455,7098,N
40.1,726.0,3,Full-Time,N,79594.0,Business,13937,Single,N,Male,0.1123,14019,N
40.0,723.0,2,Full-Time,Y,43104.0,Mortgage,10776,Married,N,Male,0.1039,10806,N
54.8,675.0,2,Full-Time,N,267986.0,Auto,251357,Married,N,Female,0.1925,251789,Y
32.5,722.0,0,Full-Time,N,44823.0,Medical,2210,Married,N,Male,0.094,2230,N
34.6,769.0,2,Full-Time,N,52214.0,Business,12268,Single,N,Male,0.1102,12277,N
32.1,759.0,0,Full-Time,N,36784.0,Auto,2706,Single,N,Female,0.0798,2710,N
40.0,687.0,2,Part-Time,Y,96801.0,Credit Card,18741,Married,N,Female,0.1704,18864,Y
57.3,650.0,2,Unemployed,N,167889.0,Business,42279,Single,Y,Male,0.1722,42631,Y
35.5,681.0,2,Full-Time,N,63146.0,Credit Card,53830,Single,N,Female,0.124,53912,N
46.8,729.0,2,Full-Time,Y,97532.0,Business,15220,Married,N,Female,0.1356,15275,N
47.8,663.0,3,Part-Time,Y,98434.0,Business,24223,Married,Y,Female,0.1605,24351,Y
18.6,769.0,1,Full-Time,N,24034.0,Business,635,Married,N,Male,0.0376,645,N
59.2,682.0,2,Full-Time,Y,104252.0,Credit Card,14128,Married,N,Male,0.15,14260,N
36.5,706.0,2,Full-Time,Y,110643.0,Auto,72227,Married,N,Male,0.1455,72347,Y
36.1,719.0,0,Full-Time,Y,38940.0,Credit Card,8036,Married,N,Female,0.0942,8059,N
43.2,703.0,3,Part-Time,Y,149850.0,Auto,42664,Married,N,Male,0.1431,42878,Y
22.6,789.0,1,Full-Time,N,27648.0,Mortgage,5045,Single,N,Male,0.0576,5046,N
41.0,769.0,2,Full-Time,N,49428.0,Medical,2932,Single,N,Female,0.106,2935,N
22.2,745.0,3,Full-Time,Y,83861.0,Credit Card,51338,Married,N,Male,0.1166,51399,N
43.4,686.0,2,Full-Time,N,60165.0,Business,5429,Single,N,Male,0.1064,5486,N
37.8,711.0,2,Full-Time,Y,46249.0,Credit Card,1711,Married,N,Female,0.1048,1738,N
39.2,720.0,1,Full-Time,N,67233.0,Business,9040,Married,N,Male,0.1004,9092,N
47.4,702.0,2,Full-Time,N,64734.0,Mortgage,3352,Single,N,Female,0.1123,3414,N
39.3,646.0,3,Part-Time,N,108844.0,Credit Card,11847,Single,Y,Female,0.1777,12102,Y
40.7,636.0,2,Part-Time,N,66310.0,Credit Card,8794,Married,N,Female,0.132,8932,Y
32.6,785.0,1,Full-Time,N,57468.0,Medical,9577,Single,N,Male,0.0761,9581,N
36.9,674.0,2,Unemployed,N,128311.0,Credit Card,41158,Married,Y,Non-Binary,0.1729,41357,Y
43.7,770.0,3,Full-Time,N,92332.0,Business,4262,Single,N,Female,0.1317,4290,N
32.4,713.0,2,Full-Time,N,68653.0,Credit Card,8483,Single,N,Male,0.1054,8537,N
48.4,703.0,2,Full-Time,N,51489.0,Business,3711,Single,N,Male,0.1156,3736,N
46.7,733.0,2,Full-Time,Y,176688.0,Auto,87411,Married,N,Male,0.1389,87597,N
26.0,723.0,3,Part-Time,Y,40655.0,Business,3801,Married,N,Female,0.1004,3850,Y
46.0,681.0,2,Part-Time,Y,67271.0,Credit Card,9955,Married,N,Male,0.1522,10035,N
28.2,704.0,2,Part-Time,N,55073.0,Credit Card,7885,Married,N,Male,0.1104,7952,Y
45.1,653.0,2,Part-Time,N,83839.0,Credit Card,24601,Married,N,Non-Binary,0.1668,24710,Y
41.2,794.0,1,Full-Time,N,113035.0,Medical,31941,Single,N,Female,0.1243,31960,N
36.1,725.0,2,Full-Time,N,66376.0,Mortgage,6608,Single,N,Female,0.1042,6648,N
34.8,746.0,2,Full-Time,N,33369.0,Auto,1670,Single,N,Female,0.0977,1675,N
38.6,716.0,2,Full-Time,N,49739.0,Auto,6927,Single,N,Female,0.1204,6965,N
38.4,735.0,3,Full-Time,N,86440.0,Auto,17932,Single,N,Female,0.1503,17983,N
38.1,677.0,3,Part-Time,Y,145936.0,Business,29816,Married,Y,Male,0.1562,30072,Y
40.7,744.0,2,Full-Time,N,93700.0,Medical,14048,Single,N,Male,0.1182,14078,N
35.1,772.0,2,Full-Time,N,61658.0,Mortgage,9504,Single,N,Female,0.0839,9516,N
41.8,753.0,0,Full-Time,N,55718.0,Credit Card,24836,,N,Female,0.1094,24844,N
41.3,615.0,2,Part-Time,Y,94695.0,Auto,17038,Married,Y,Male,0.1629,17287,Y
24.3,713.0,2,Part-Time,N,51029.0,Auto,7291,Married,Y,Male,0.1272,7345,Y
48.2,750.0,2,Full-Time,Y,130527.0,Auto,27259,Married,N,Male,0.1489,27297,N
22.9,747.0,0,Full-Time,N,33984.0,Credit Card,1617,Single,N,Male,0.0403,1635,N
30.3,793.0,1,Full-Time,N,57949.0,Mortgage,9067,Single,N,Male,0.0931,9079,N
36.7,759.0,4,Full-Time,N,78344.0,Auto,19641,Married,N,Female,0.1049,19674,N
30.6,779.0,0,Full-Time,N,44679.0,Credit Card,3194,Single,N,Non-Binary,0.0611,3198,N
47.7,601.0,2,Part-Time,Y,78942.0,Credit Card,22435,Married,N,Male,0.1782,22635,Y
42.7,721.0,2,Full-Time,Y,57399.0,Credit Card,6259,Married,N,Non-Binary,0.1109,6310,N
61.2,657.0,3,Part-Time,N,85277.0,Credit Card,13089,Married,N,Female,0.1347,13219,N
38.8,698.0,2,Part-Time,Y,119613.0,Auto,24322,Married,Y,Female,0.1305,24564,Y
41.5,694.0,2,Full-Time,N,74924.0,Credit Card,17402,Single,N,Female,0.1192,17506,Y
41.6,738.0,2,Full-Time,Y,100727.0,Credit Card,25364,Married,N,Female,0.1261,25433,N
31.5,680.0,4,Part-Time,Y,44372.0,Credit Card,4922,Single,Y,Male,0.1167,4991,Y
52.4,591.0,2,Unemployed,N,298668.0,Business,115961,Single,Y,Female,0.2121,116878,Y
45.3,721.0,2,Full-Time,N,74346.0,Business,7738,Single,N,Male,0.1211,7780,N
30.2,733.0,2,Full-Time,N,54448.0,Credit Card,3261,Single,N,Female,0.1138,3278,N
37.9,700.0,2,Part-Time,N,73833.0,Business,8722,Married,N,Male,0.1301,8796,N
39.6,707.0,2,Full-Time,Y,92369.0,Mortgage,8531,Married,N,Female,0.1287,8588,N
30.1,736.0,0,Full-Time,N,40862.0,Credit Card,5009,Single,N,Male,0.065,5050,N
44.9,711.0,1,Full-Time,N,48409.0,Auto,6796,Single,N,Female,0.092,6817,N
56.0,713.0,2,Full-Time,N,94821.0,Business,6293,Single,N,Female,0.1395,6353,N
40.7,769.0,1,Full-Time,N,44430.0,Medical,5132,Married,N,Male,0.1091,5136,N
24.7,767.0,2,Full-Time,Y,53756.0,Mortgage,8380,Married,N,Female,0.0708,8406,N
32.4,681.0,0,Part-Time,Y,31605.0,Credit Card,3496,Married,N,Male,0.1091,3527,Y
48.0,734.0,1,Full-Time,N,56253.0,Medical,10126,Single,N,Non-Binary,0.1297,10137,N
50.3,694.0,2,Full-Time,Y,70254.0,Credit Card,6909,Single,N,Female,0.1334,6979,N
23.4,776.0,1,Full-Time,Y,35162.0,Mortgage,6676,Married,N,Non-Binary,0.0699,6677,N
42.8,956.0,2,Full-Tme,N,502463.0,Credit Crad,378701,Single,N,Femalee,0.1646,379086,N
33.2,757.0,2,Full-Time,Y,65327.0,Medical,9815,Single,N,Female,0.0902,9836,N
30.3,686.0,2,Part-Time,Y,51653.0,Business,4802,Married,N,Male,0.1083,4856,N
24.6,790.0,0,Full-Time,N,35349.0,Business,2499,Married,N,Male,0.0797,2503,N
29.5,772.0,2,Full-Time,N,65437.0,Business,16700,Married,N,Female,0.1117,16746,N
35.4,729.0,0,Full-Time,Y,42375.0,Credit Card,8260,Married,N,Male,0.1457,8263,N
26.6,735.0,0,Full-Time,N,54164.0,Auto,4694,Single,N,Male,0.1096,4719,N
34.1,956.0,2,Full-Tme,Y,294522.0,Credit Crad,130114,Married,N,Mail,0.0969,129985,N
38.7,710.0,2,Part-Time,N,114143.0,Credit Card,46903,Single,N,Male,0.1452,47010,N
27.4,727.0,0,Full-Time,N,60068.0,Auto,10463,Married,N,Female,0.1075,10500,N
20.6,755.0,2,Full-Time,Y,51093.0,Credit Card,19578,Single,N,Female,0.0863,19602,N
33.5,703.0,1,Full-Time,Y,33946.0,Business,2074,Married,N,Male,0.0907,2104,N
32.1,747.0,0,Full-Time,Y,36338.0,Credit Card,1584,Married,N,Male,0.1023,1599,N
43.0,803.0,2,Full-Time,N,60382.0,Auto,19688,Single,N,Female,0.0961,19691,N
35.2,729.0,1,Full-Time,Y,49361.0,Business,2436,Married,N,Female,0.1014,2464,N
30.7,736.0,2,Full-Time,Y,158100.0,Auto,54990,Married,N,Male,0.1363,55115,N
27.7,729.0,2,Full-Time,Y,50404.0,Credit Card,9400,Married,N,Female,0.0946,9463,N
28.3,749.0,1,Full-Time,N,61401.0,Credit Card,4524,Married,N,Male,0.1188,4550,N
35.7,694.0,2,Full-Time,Y,91264.0,Credit Card,13326,Single,N,Non-Binary,0.1417,13436,N
44.9,759.0,2,Full-Time,N,76086.0,Business,24892,Single,N,Female,0.1066,24930,N
35.3,680.0,3,Full-Time,N,108856.0,Credit Card,14219,Single,N,Female,0.1458,14391,N
34.0,740.0,2,Full-Time,Y,89754.0,Auto,11278,Single,N,Female,0.1007,11351,N
41.5,681.0,2,Full-Time,Y,55113.0,Mortgage,11542,Married,N,Male,0.1559,11586,N
47.1,692.0,2,Part-Time,N,120531.0,Business,90072,Married,N,Female,0.1381,90248,N
38.1,683.0,2,Part-Time,N,134368.0,Credit Card,19860,Single,N,Female,0.1546,20067,Y
50.5,668.0,3,Part-Time,Y,143762.0,Business,124005,Married,N,Female,0.1439,124289,Y
45.1,463.0,2,Full-Tme,Y,373472.0,Credit Crad,292910,Married,N,Mail,0.1419,293279,N
46.8,703.0,1,Full-Time,Y,59739.0,Mortgage,7494,Married,N,Male,0.1454,7524,N
19.8,758.0,0,Full-Time,N,22672.0,Mortgage,463,Single,N,Female,0.0529,476,N
24.8,746.0,2,Full-Time,N,67308.0,Mortgage,22198,Single,N,Female,0.1162,22234,N
24.7,691.0,2,Part-Time,N,86819.0,Credit Card,14321,Married,Y,Female,0.1594,14422,Y
36.9,728.0,2,Full-Time,Y,59350.0,Auto,15499,Single,N,Male,0.1065,15559,N
40.2,660.0,2,Full-Time,N,111786.0,Credit Card,23742,Single,N,Female,0.1739,23894,Y
40.2,806.0,1,Full-Time,Y,42707.0,Medical,1824,Married,N,Male,0.0835,1825,N
18.2,779.0,1,Full-Time,Y,23507.0,Credit Card,552,Single,N,Male,0.0809,555,N
44.8,701.0,3,Part-Time,N,136771.0,Credit Card,35541,Single,N,Female,0.1315,35763,Y
33.1,672.0,2,Full-Time,Y,57355.0,Auto,6250,Married,N,Female,0.1175,6311,N
42.9,738.0,4,Full-Time,Y,85595.0,Business,8059,Single,N,Male,0.1025,8142,N
35.0,672.0,2,Part-Time,N,89371.0,Auto,42331,Married,Y,Female,0.172,42446,Y
47.6,693.0,2,Full-Time,N,106713.0,Credit Card,30746,Single,N,Female,0.1179,30857,N
50.6,,3,Part-Time,N,151925.0,Auto,36930,Married,Y,Male,0.1543,37302,Y
29.0,737.0,2,Part-Time,N,60015.0,Auto,1800,Single,N,Female,0.1146,1862,Y
41.0,733.0,2,Part-Time,Y,211945.0,Auto,130270,Married,N,Female,0.169,130520,Y
58.6,692.0,4,Full-Time,N,153521.0,Auto,18854,Single,N,Female,0.1898,18949,N
47.5,728.0,2,Full-Time,N,94743.0,Credit Card,15259,Single,N,Female,0.1252,15330,N
46.8,654.0,2,Part-Time,Y,147912.0,Auto,19690,Married,N,Male,0.1604,19991,Y
41.4,653.0,2,Part-Time,Y,67906.0,Credit Card,12450,Married,N,Female,0.1369,12545,N
27.8,778.0,0,Full-Time,N,30392.0,Mortgage,2863,Single,N,Female,0.0523,2866,N
40.9,689.0,2,Full-Time,N,84710.0,Auto,13633,Married,N,Male,0.1369,13748,N
38.0,721.0,3,Full-Time,N,90253.0,Credit Card,15477,Single,N,Female,0.131,15543,N
26.4,700.0,2,Part-Time,N,51491.0,Credit Card,5833,Single,N,Female,0.1044,5909,Y
48.5,703.0,2,Full-Time,N,77637.0,Mortgage,23507,Married,N,Female,0.1517,23546,N
33.7,673.0,1,Part-Time,N,57510.0,Auto,40681,Single,N,Female,0.1115,40776,Y
46.0,814.0,3,Full-Time,N,54634.0,Credit Card,8955,Single,N,Male,0.0933,8956,N
33.2,742.0,2,Full-Time,N,53892.0,Mortgage,5518,Single,N,Female,0.0767,5555,N
44.1,679.0,2,Part-Time,Y,64772.0,Auto,15523,Single,N,Female,0.1437,15613,N
54.5,689.0,2,Part-Time,N,96659.0,Business,7474,Married,N,Non-Binary,0.1505,7607,N
57.8,707.0,2,Full-Time,Y,128685.0,Credit Card,46366,Married,N,Female,0.1503,46523,N
29.6,675.0,2,Part-Time,Y,104186.0,Credit Card,21709,Married,N,Male,0.1662,21853,Y
40.3,659.0,3,Part-Time,Y,121017.0,Auto,46864,Married,Y,Female,0.1582,47117,Y
30.8,735.0,3,Full-Time,N,71918.0,Medical,36722,Single,N,Female,0.1126,36757,N
33.0,,2,Full-Time,N,50058.0,Credit Card,2505,Single,N,Female,0.0892,2548,N
37.3,747.0,2,Full-Time,Y,121402.0,Credit Card,85483,Married,N,Male,0.1506,85524,N
42.2,330.0,1,Full-Tme,N,216206.0,Auto,74790,Single,N,Femalee,0.1318,74644,N
37.1,748.0,0,Full-Time,Y,33355.0,Medical,2002,Married,N,Male,0.0667,2012,N
23.7,690.0,1,Part-Time,Y,39293.0,Auto,5249,Single,Y,Female,0.094,5294,Y
44.1,652.0,2,Full-Time,Y,128574.0,Auto,59512,Single,N,Non-Binary,0.1675,59714,Y
52.0,607.0,2,Part-Time,N,122022.0,Credit Card,37223,Single,Y,Male,0.1686,37571,Y
42.0,687.0,4,Full-Time,N,46728.0,Credit Card,2402,Single,N,Female,0.1054,2460,N
19.0,810.0,3,Full-Time,Y,17863.0,Mortgage,1117,Married,N,Male,0.0412,1118,N
43.8,783.0,2,Full-Time,N,99765.0,Mortgage,158253,Single,N,Male,0.1003,158311,N
49.7,715.0,2,Full-Time,N,60462.0,Mortgage,13525,Single,N,Male,0.1145,13550,N
51.1,716.0,3,Full-Time,Y,104909.0,Credit Card,6603,Married,N,Female,0.1434,6652,N
25.0,753.0,2,Full-Time,N,52048.0,Credit Card,12190,Single,N,Male,0.1061,12203,N
34.0,706.0,3,Full-Time,Y,84246.0,Credit Card,11356,Married,N,Male,0.1426,11417,N
37.0,755.0,2,Full-Time,Y,84804.0,Credit Card,30924,Married,N,Non-Binary,0.1075,30976,N
37.7,667.0,1,Unemployed,N,69844.0,Business,6341,Single,Y,Female,0.1372,6484,Y
40.0,725.0,2,Full-Time,N,68422.0,Auto,42134,Single,N,Male,0.0989,42194,N
33.1,614.0,2,Part-Time,Y,84328.0,Business,27733,Married,Y,Female,0.1534,27982,Y
45.2,704.0,2,Full-Time,N,80137.0,Credit Card,16055,Single,N,Male,0.1417,16132,N
37.8,708.0,3,Full-Time,N,72489.0,Auto,27324,Single,N,Male,0.0871,27420,N
21.5,775.0,0,Full-Time,N,38309.0,Mortgage,2055,Married,N,Female,0.0612,2061,N
35.6,695.0,1,Unemployed,N,48366.0,Business,5146,Single,Y,Male,0.1185,5225,Y
33.7,704.0,0,Part-Time,Y,44790.0,Credit Card,4012,Married,N,Female,0.1094,4069,Y
46.6,714.0,2,Full-Time,N,80144.0,Auto,5138,Married,N,Male,0.1317,5228,N
44.7,717.0,2,Full-Time,N,142619.0,Business,124074,Married,N,Female,0.1347,124260,N
56.0,675.0,2,Full-Time,Y,96296.0,Credit Card,23182,Single,N,Female,0.1751,23286,Y
50.5,642.0,2,Part-Time,N,60389.0,Credit Card,2917,Single,Y,Female,0.1305,3040,Y
37.7,688.0,2,Part-Time,N,83052.0,Credit Card,11725,Married,N,Female,0.126,11810,N
31.9,795.0,3,Full-Time,N,55430.0,Medical,15977,Single,N,Male,0.107,15982,N
42.0,789.0,3,Full-Time,N,35292.0,Medical,996,Single,N,Female,0.0733,998,N
38.6,725.0,3,Full-Time,N,73166.0,Credit Card,8565,Single,N,Male,0.1237,8599,N
54.0,601.0,2,Part-Time,Y,156447.0,Auto,48951,Single,Y,Male,0.1589,49489,Y
22.1,717.0,2,Unemployed,N,58946.0,Auto,9033,Single,Y,Female,0.106,9112,Y
31.0,763.0,2,,Y,64556.0,Auto,20420,Married,N,Male,0.0959,20456,N
25.7,692.0,0,Full-Time,Y,36132.0,Auto,9269,Married,N,Female,0.11,9292,N
43.9,650.0,2,Part-Time,Y,115731.0,Credit Card,62950,Married,N,Male,0.1659,63134,Y
47.0,715.0,2,Part-Time,N,200763.0,Credit Card,28213,Married,N,Male,0.1856,28369,N
54.6,686.0,2,Full-Time,Y,105020.0,Business,17647,Married,N,Non-Binary,0.1224,17758,N
45.4,699.0,2,Full-Time,N,104391.0,Credit Card,34872,Single,N,Male,0.184,34945,N
39.6,672.0,1,Part-Time,Y,57348.0,Credit Card,10524,Married,N,Male,0.1395,10577,N
43.9,783.0,0,Full-Time,N,29056.0,Auto,1013,Single,N,Male,0.0504,1016,N
33.8,745.0,2,Full-Time,Y,49946.0,Mortgage,3741,Married,N,Male,0.111,3763,N
47.2,678.0,2,Full-Time,N,145945.0,Credit Card,34080,Married,N,Female,0.1563,34279,N
36.2,775.0,2,Full-Time,N,65300.0,Mortgage,3838,Married,N,Female,0.0909,3859,N
41.0,734.0,0,Full-Time,N,45684.0,Medical,6678,Married,N,Female,0.0793,6690,N
33.9,748.0,2,Full-Time,N,48771.0,Credit Card,4044,Single,N,Female,0.1024,4053,N
49.1,678.0,2,Part-Time,N,160985.0,Credit Card,93297,Married,Y,Male,0.1609,93706,Y
36.2,679.0,3,Part-Time,Y,91231.0,Credit Card,29963,Married,Y,Female,0.1347,30117,Y
20.0,781.0,0,Full-Time,N,30087.0,Medical,2263,Single,N,Male,0.0682,2268,N
30.9,728.0,1,Full-Time,N,61724.0,Credit Card,3047,Single,N,Female,0.1015,3072,N
46.2,695.0,1,Full-Time,Y,55776.0,,4977,Single,N,Female,0.1293,5021,N
20.4,738.0,2,Full-Time,N,59991.0,Credit Card,5398,Single,N,Female,0.107,5450,N
28.1,764.0,3,Full-Time,Y,51358.0,Medical,2901,Married,N,Male,0.0728,2924,N
66.2,616.0,2,Part-Time,N,160264.0,Credit Card,74484,Single,Y,Non-Binary,0.1904,74852,Y
43.9,676.0,1,Full-Time,Y,99308.0,Business,5917,Married,N,Female,0.1298,6056,N
37.3,785.0,3,Full-Time,N,52503.0,Medical,5788,Single,N,Female,0.0698,5805,N
22.4,741.0,2,Full-Time,Y,73385.0,Credit Card,22618,Married,N,Female,0.1003,22679,N
37.8,751.0,1,Full-Time,N,82653.0,Mortgage,12980,Married,N,Male,0.1174,13017,N
43.5,717.0,2,Full-Time,N,60251.0,Mortgage,5445,Single,N,Female,0.1254,5492,N
37.9,712.0,2,Full-Time,N,83359.0,Business,17371,Single,N,Female,0.1178,17446,N
27.3,759.0,1,Full-Time,N,37472.0,Auto,4072,Single,N,Male,0.0724,4079,N
41.0,699.0,2,Part-Time,N,115538.0,Credit Card,48056,Single,N,Non-Binary,0.1519,48192,Y
42.2,665.0,3,Part-Time,N,138005.0,Business,60944,Single,Y,Female,0.1702,61224,Y
20.5,733.0,2,Full-Time,N,31954.0,Credit Card,2246,Single,N,Female,0.0663,2251,N
37.9,643.0,2,Part-Time,Y,107039.0,Credit Card,34371,Married,Y,Female,0.1389,34656,Y
40.8,663.0,2,Part-Time,Y,204586.0,Credit Card,75339,Married,N,Male,0.2126,75746,Y
49.5,693.0,2,Full-Time,N,60811.0,Auto,8135,Single,N,Female,0.1235,8192,N
36.3,678.0,3,Full-Time,Y,80751.0,Auto,7825,Single,N,Male,0.119,7944,Y
40.0,738.0,2,Full-Time,N,57704.0,Auto,18314,Married,N,Female,0.1021,18355,N
59.6,686.0,2,Full-Time,Y,165093.0,Credit Card,62687,Married,N,Male,0.1574,62921,N
30.7,761.0,0,Full-Time,Y,40487.0,Medical,10491,Married,N,Non-Binary,0.0574,10497,N
29.7,802.0,1,Full-Time,N,41550.0,Mortgage,3280,Married,N,Female,0.0725,3285,N
20.5,740.0,1,Full-Time,N,35958.0,Auto,3103,Single,N,Female,0.1065,3106,N
33.0,759.0,2,Full-Time,Y,52924.0,Medical,3081,Married,N,Female,0.0952,3095,N
25.0,816.0,1,Full-Time,N,40518.0,Medical,2626,Married,N,Female,0.0627,2627,N
18.7,755.0,0,Full-Time,Y,22198.0,Credit Card,1429,Married,N,Female,0.0807,1431,N
40.4,675.0,2,Part-Time,Y,114909.0,Credit Card,14523,Married,Y,Female,0.1523,14750,Y
30.8,756.0,2,Full-Time,N,57354.0,Medical,3947,Single,N,Female,0.0908,3963,N
22.9,744.0,0,Full-Time,Y,36252.0,Auto,1314,Married,N,Male,0.0925,1324,N
38.3,728.0,2,Part-Time,N,140882.0,Credit Card,27786,Single,N,Female,0.1658,27926,N
45.9,696.0,2,Full-Time,N,91906.0,Credit Card,52369,Single,N,Male,0.1543,52486,Y
33.0,762.0,3,Full-Time,Y,43389.0,Business,2447,Married,N,Female,0.0908,2465,N
50.8,721.0,3,Full-Time,Y,87207.0,Mortgage,20533,Married,N,Male,0.1375,20558,N
40.4,693.0,2,Part-Time,N,82989.0,Credit Card,26171,Married,N,Non-Binary,0.1325,26284,N
30.4,813.0,1,Full-Time,N,26330.0,Business,2357,Married,N,Male,0.0577,2357,N
25.5,739.0,2,Full-Time,N,75982.0,Business,11546,Single,N,Female,0.1218,11577,N
46.4,624.0,1,Part-Time,N,49129.0,Mortgage,6275,Single,N,Male,0.1189,6368,Y
52.4,638.0,2,Part-Time,N,236173.0,Business,234265,Single,Y,Female,0.185,234749,Y
50.4,724.0,2,Full-Time,N,74029.0,Mortgage,23017,Single,N,Female,0.1246,23049,N
27.7,693.0,2,Part-Time,Y,122842.0,Credit Card,15090,Married,Y,Male,0.1676,15272,Y
48.2,676.0,2,Part-Time,N,100263.0,Credit Card,15079,Single,N,Female,0.1487,15248,Y
32.2,697.0,2,Part-Time,Y,48079.0,Mortgage,9939,Married,N,Male,0.1214,9984,N
19.1,773.0,1,Full-Time,N,15169.0,Mortgage,621,Single,N,Male,0.0345,622,N
39.5,714.0,2,Full-Time,N,82646.0,Credit Card,19124,Married,N,Male,0.1186,19209,N
27.5,643.0,2,Part-Time,N,69084.0,Auto,10022,Single,Y,Male,0.1272,10171,Y
25.4,753.0,1,Full-Time,N,41244.0,Mortgage,2211,Married,N,Male,0.0918,2221,N
42.1,629.0,2,Part-Time,N,65773.0,Business,39800,Single,Y,Female,0.15,39937,Y
47.8,688.0,2,Full-Time,N,81358.0,Credit Card,28461,Married,N,Male,0.1232,28550,N
56.9,697.0,2,Full-Time,N,139062.0,Business,98624,Single,N,Female,0.1595,98775,N
29.4,782.0,2,Full-Time,Y,51249.0,Mortgage,2364,Married,N,Male,0.0743,2371,N
65.4,757.0,2,Full-Time,Y,129090.0,Medical,56658,Married,N,Male,0.1325,56693,N
36.5,817.0,3,Full-Time,N,47260.0,Medical,2680,Single,N,Female,0.0787,2681,N
36.9,736.0,2,Full-Time,Y,73338.0,Auto,20975,Married,N,Male,0.0937,21034,N
29.3,691.0,2,Part-Time,Y,116617.0,Auto,24479,Single,Y,Female,0.1458,24664,Y
37.0,700.0,2,Full-Time,N,58712.0,Auto,12065,Single,N,Female,0.1204,12126,N
41.0,626.0,2,Part-Time,N,68516.0,Business,8449,Single,Y,Male,0.123,8620,Y
32.2,748.0,3,Full-Time,N,75302.0,Credit Card,28919,Single,N,Male,0.1077,28972,N
